gene_id	n_exons
ENSG00000258233.1	1
ENSG00000258234.1	4
ENSG00000258235.1	2
ENSG00000258239.1	1
ENSG00000258240.6	4
ENSG00000258244.1	1
ENSG00000258249.1	2
ENSG00000258251.1	1
ENSG00000258253.1	2
ENSG00000258254.1	2
ENSG00000258262.1	1
ENSG00000258265.1	2
ENSG00000258271.1	1
ENSG00000258273.1	1
ENSG00000258275.1	1
ENSG00000258278.2	10
ENSG00000258282.2	1
ENSG00000258294.5	4
ENSG00000258304.1	1
ENSG00000258312.1	5
ENSG00000258313.1	2
ENSG00000258324.2	1
ENSG00000258331.1	4
ENSG00000258336.2	1
ENSG00000258338.1	2
ENSG00000258346.1	5
ENSG00000258354.1	1
ENSG00000258357.1	1
ENSG00000258358.2	1
ENSG00000258360.1	2
ENSG00000258367.2	4
ENSG00000258368.2	2
ENSG00000258369.1	2
ENSG00000258379.1	2
ENSG00000258381.1	1
ENSG00000258383.1	2
ENSG00000258385.1	1
ENSG00000258386.1	2
ENSG00000258387.1	1
ENSG00000258390.2	5
ENSG00000258392.1	1
ENSG00000258393.1	4
ENSG00000258394.1	4
ENSG00000258397.1	1
ENSG00000258401.1	1
ENSG00000258405.11	6
ENSG00000258406.1	1
ENSG00000258407.1	3
ENSG00000258410.1	4
ENSG00000258415.2	1
ENSG00000258416.1	3
ENSG00000258417.3	18
ENSG00000258419.1	2
ENSG00000258420.1	1
ENSG00000258421.2	1
ENSG00000258422.5	4
ENSG00000258423.1	1
ENSG00000258426.1	2
ENSG00000258431.1	1
ENSG00000258433.2	4
ENSG00000258436.1	1
ENSG00000258437.1	2
ENSG00000258438.3	1
ENSG00000258440.1	1
ENSG00000258444.1	2
ENSG00000258446.1	1
ENSG00000258453.3	2
ENSG00000258456.2	1
ENSG00000258460.2	4
ENSG00000258463.1	1
ENSG00000258464.2	7
ENSG00000258468.1	1
ENSG00000258473.2	3
ENSG00000258476.6	7
ENSG00000258478.1	2
ENSG00000258479.6	5
ENSG00000258481.1	2
ENSG00000258482.1	1
ENSG00000258483.4	5
ENSG00000258487.2	4
ENSG00000258488.2	4
ENSG00000258489.4	5
ENSG00000258491.2	1
ENSG00000258496.1	2
ENSG00000258497.1	2
ENSG00000258499.1	2
ENSG00000258501.1	1
ENSG00000258503.1	1
ENSG00000258505.1	1
ENSG00000258506.2	1
ENSG00000258507.1	2
ENSG00000258511.1	2
ENSG00000258516.2	2
ENSG00000258517.1	2
ENSG00000258532.2	3
ENSG00000258535.1	10
ENSG00000258536.1	1
ENSG00000258540.1	1
ENSG00000258541.1	1
ENSG00000258544.1	1
ENSG00000258545.6	5
ENSG00000258548.6	5
ENSG00000258549.1	1
ENSG00000258550.1	1
ENSG00000258551.6	4
ENSG00000258553.5	4
ENSG00000258556.1	2
ENSG00000258557.1	1
ENSG00000258563.2	1
ENSG00000258564.2	1
ENSG00000258565.1	4
ENSG00000258567.1	1
ENSG00000258570.1	1
ENSG00000258572.1	2
ENSG00000258573.6	4
ENSG00000258576.1	2
ENSG00000258583.7	14
ENSG00000258584.2	11
ENSG00000258590.5	8
ENSG00000258592.1	3
ENSG00000258593.2	1
ENSG00000258594.1	3
ENSG00000258595.2	1
ENSG00000258597.3	2
ENSG00000258598.1	3
ENSG00000258600.1	2
ENSG00000258609.3	5
ENSG00000258611.2	1
ENSG00000258613.1	2
ENSG00000258616.5	3
ENSG00000258622.2	1
ENSG00000258624.1	1
ENSG00000258625.2	2
ENSG00000258627.1	1
ENSG00000258628.1	13
ENSG00000258629.1	1
ENSG00000258631.3	4
ENSG00000258632.2	2
ENSG00000258636.2	3
ENSG00000258637.1	4
ENSG00000258638.2	1
ENSG00000258639.1	2
ENSG00000258641.1	1
ENSG00000258647.6	6
ENSG00000258654.1	2
ENSG00000258657.5	4
ENSG00000258662.1	5
ENSG00000258671.2	1
ENSG00000258672.1	3
ENSG00000258673.1	4
ENSG00000258675.2	4
ENSG00000258676.5	3
ENSG00000258678.2	3
ENSG00000258679.1	2
ENSG00000258680.2	1
ENSG00000258681.1	1
ENSG00000258683.1	2
ENSG00000258684.2	8
ENSG00000258685.2	1
ENSG00000258689.1	4
ENSG00000258694.1	3
ENSG00000258700.6	6
ENSG00000258701.1	1
ENSG00000258702.3	5
ENSG00000258703.1	2
ENSG00000258705.2	1
ENSG00000258706.1	1
ENSG00000258707.2	1
ENSG00000258712.2	1
ENSG00000258713.3	3
ENSG00000258716.1	2
ENSG00000258717.1	2
ENSG00000258718.3	4
ENSG00000258719.1	2
ENSG00000258722.2	3
ENSG00000258723.1	3
ENSG00000258729.2	1
ENSG00000258733.6	9
ENSG00000258734.2	1
ENSG00000258742.6	3
ENSG00000258746.2	1
ENSG00000258747.2	3
ENSG00000258748.1	2
ENSG00000258750.2	1
ENSG00000258751.2	6
ENSG00000258753.1	2
ENSG00000258754.8	7
ENSG00000258758.1	1
ENSG00000258760.1	4
ENSG00000258762.1	1
ENSG00000258763.5	4
ENSG00000258765.1	3
ENSG00000258767.1	1
ENSG00000258770.1	3
ENSG00000258771.1	1
ENSG00000258773.2	6
ENSG00000258776.1	3
ENSG00000258778.2	1
ENSG00000258780.1	9
ENSG00000258785.6	5
ENSG00000258787.1	1
ENSG00000258794.3	1
ENSG00000258795.1	3
ENSG00000258797.2	4
ENSG00000258798.1	2
ENSG00000258799.1	1
ENSG00000258804.1	5
ENSG00000258805.2	2
ENSG00000258806.2	1
ENSG00000258810.1	2
ENSG00000258811.1	1
ENSG00000258812.1	2
ENSG00000258814.2	3
ENSG00000258815.1	3
ENSG00000258816.1	1
ENSG00000258817.1	1
ENSG00000258819.2	3
ENSG00000258822.2	2
ENSG00000258826.6	5
ENSG00000258828.2	1
ENSG00000258829.1	2
ENSG00000258831.1	3
ENSG00000258834.4	1
ENSG00000258835.1	2
ENSG00000258841.1	1
ENSG00000258842.1	3
ENSG00000258844.2	3
ENSG00000258845.1	2
ENSG00000258846.1	3
ENSG00000258847.1	4
ENSG00000258848.1	1
ENSG00000258849.1	1
ENSG00000258850.1	2
ENSG00000258853.1	2
ENSG00000258854.1	2
ENSG00000258856.2	1
ENSG00000258859.1	7
ENSG00000258860.1	2
ENSG00000258861.1	3
ENSG00000258863.1	1
ENSG00000258866.2	3
ENSG00000258867.6	8
ENSG00000258868.1	4
ENSG00000258869.1	2
ENSG00000258871.1	3
ENSG00000258873.3	6
ENSG00000258874.1	2
ENSG00000258875.6	4
ENSG00000258877.2	1
ENSG00000258878.1	1
ENSG00000258883.1	3
ENSG00000258887.3	4
ENSG00000258888.1	2
ENSG00000258894.1	1
ENSG00000258895.1	1
ENSG00000258899.1	1
ENSG00000258901.2	1
ENSG00000258902.1	5
ENSG00000258903.2	4
ENSG00000258905.1	2
ENSG00000258906.2	1
ENSG00000258907.2	1
ENSG00000258909.1	2
ENSG00000258910.3	4
ENSG00000258912.2	6
ENSG00000258913.2	3
ENSG00000258916.2	3
ENSG00000258921.1	2
ENSG00000258923.2	1
ENSG00000258927.2	5
ENSG00000258931.1	2
ENSG00000258932.5	6
ENSG00000258933.1	5
ENSG00000258934.1	1
ENSG00000258935.1	2
ENSG00000258942.1	4
ENSG00000258943.1	2
ENSG00000258948.2	1
ENSG00000258952.2	2
ENSG00000258954.1	2
ENSG00000258955.2	3
ENSG00000258956.2	1
ENSG00000258958.1	3
ENSG00000258960.1	1
ENSG00000258963.1	1
ENSG00000258965.2	1
ENSG00000258969.2	4
ENSG00000258970.1	2
ENSG00000258971.1	1
ENSG00000258973.1	4
ENSG00000258975.1	3
ENSG00000258977.2	4
ENSG00000258979.3	5
ENSG00000258981.1	1
ENSG00000258986.7	4
ENSG00000258987.2	5
ENSG00000258988.1	1
ENSG00000258990.2	1
ENSG00000258991.1	1
ENSG00000258992.7	6
ENSG00000258993.1	2
ENSG00000258994.1	3
ENSG00000258995.1	1
ENSG00000258996.2	1
ENSG00000258998.2	4
ENSG00000259000.1	1
ENSG00000259003.1	4
ENSG00000259004.2	2
ENSG00000259005.1	2
ENSG00000259008.1	1
ENSG00000259009.4	2
ENSG00000259010.1	1
ENSG00000259011.1	2
ENSG00000259012.2	1
ENSG00000259016.1	1
ENSG00000259017.1	2
ENSG00000259018.1	2
ENSG00000259019.1	1
ENSG00000259021.2	1
ENSG00000259023.3	3
ENSG00000259026.1	4
ENSG00000259028.1	3
ENSG00000259029.1	1
ENSG00000259031.1	2
ENSG00000259035.2	6
ENSG00000259037.1	2
ENSG00000259039.3	5
ENSG00000259041.1	3
ENSG00000259042.3	3
ENSG00000259043.1	1
ENSG00000259044.1	3
ENSG00000259047.1	1
ENSG00000259051.1	1
ENSG00000259054.1	3
ENSG00000259057.1	1
ENSG00000259058.1	4
ENSG00000259060.7	3
ENSG00000259061.1	3
ENSG00000259062.2	4
ENSG00000259067.1	3
ENSG00000259068.1	2
ENSG00000259069.1	2
ENSG00000259070.7	10
ENSG00000259072.2	5
ENSG00000259074.1	1
ENSG00000259078.2	2
ENSG00000259082.1	2
ENSG00000259084.6	8
ENSG00000259089.2	3
ENSG00000259092.1	2
ENSG00000259093.2	4
ENSG00000259094.1	2
ENSG00000259095.1	1
ENSG00000259097.2	4
ENSG00000259099.2	4
ENSG00000259102.2	1
ENSG00000259104.2	4
ENSG00000259105.1	2
ENSG00000259106.1	3
ENSG00000259107.2	3
ENSG00000259108.3	2
ENSG00000259110.1	2
ENSG00000259111.1	3
ENSG00000259117.1	1
ENSG00000259119.1	2
ENSG00000259122.2	2
ENSG00000259123.1	2
ENSG00000259126.1	2
ENSG00000259129.6	4
ENSG00000259130.2	3
ENSG00000259134.7	7
ENSG00000259136.1	1
ENSG00000259137.1	1
ENSG00000259140.2	2
ENSG00000259142.1	2
ENSG00000259144.2	2
ENSG00000259148.1	1
ENSG00000259149.1	2
ENSG00000259150.6	7
ENSG00000259152.1	2
ENSG00000259154.1	1
ENSG00000259156.7	6
ENSG00000259157.1	1
ENSG00000259163.2	5
ENSG00000259166.1	3
ENSG00000259168.1	2
ENSG00000259170.1	2
ENSG00000259173.2	2
ENSG00000259181.1	2
ENSG00000259194.1	2
ENSG00000259198.1	1
ENSG00000259199.2	5
ENSG00000259200.2	5
ENSG00000259203.2	4
ENSG00000259204.1	2
ENSG00000259208.2	1
ENSG00000259214.1	1
ENSG00000259219.1	2
ENSG00000259222.2	5
ENSG00000259223.2	3
ENSG00000259225.7	6
ENSG00000259227.2	1
ENSG00000259229.2	1
ENSG00000259230.1	3
ENSG00000259231.2	2
ENSG00000259234.6	4
ENSG00000259236.1	15
ENSG00000259237.1	3
ENSG00000259239.1	1
ENSG00000259240.1	3
ENSG00000259241.1	2
ENSG00000259242.2	2
ENSG00000259245.2	5
ENSG00000259247.1	2
ENSG00000259252.1	3
ENSG00000259255.1	2
ENSG00000259258.1	1
ENSG00000259259.1	1
ENSG00000259261.2	2
ENSG00000259262.1	1
ENSG00000259266.1	1
ENSG00000259267.3	3
ENSG00000259268.2	3
ENSG00000259269.2	6
ENSG00000259271.1	6
ENSG00000259273.1	1
ENSG00000259275.4	5
ENSG00000259280.1	4
ENSG00000259282.5	4
ENSG00000259283.2	4
ENSG00000259284.2	3
ENSG00000259289.2	3
ENSG00000259290.1	3
ENSG00000259296.1	3
ENSG00000259301.2	1
ENSG00000259302.1	1
ENSG00000259303.5	2
ENSG00000259304.1	1
ENSG00000259306.2	3
ENSG00000259307.1	2
ENSG00000259312.1	2
ENSG00000259317.1	2
ENSG00000259320.2	3
ENSG00000259331.1	2
ENSG00000259333.1	1
ENSG00000259334.1	3
ENSG00000259337.4	2
ENSG00000259338.1	1
ENSG00000259340.2	1
ENSG00000259341.2	2
ENSG00000259343.7	8
ENSG00000259346.2	1
ENSG00000259350.2	2
ENSG00000259356.1	2
ENSG00000259358.1	1
ENSG00000259361.7	3
ENSG00000259362.2	2
ENSG00000259363.6	5
ENSG00000259365.1	2
ENSG00000259368.1	2
ENSG00000259369.1	1
ENSG00000259374.2	1
ENSG00000259380.6	4
ENSG00000259383.1	2
ENSG00000259384.7	5
ENSG00000259388.1	1
ENSG00000259390.4	4
ENSG00000259394.2	1
ENSG00000259395.1	1
ENSG00000259403.2	4
ENSG00000259404.5	14
ENSG00000259410.5	3
ENSG00000259416.2	3
ENSG00000259419.2	1
ENSG00000259420.5	4
ENSG00000259421.1	1
ENSG00000259428.1	1
ENSG00000259430.2	4
ENSG00000259433.2	1
ENSG00000259434.2	5
ENSG00000259435.3	1
ENSG00000259437.1	2
ENSG00000259441.2	2
ENSG00000259443.1	2
ENSG00000259446.6	3
ENSG00000259448.3	2
ENSG00000259454.1	1
ENSG00000259461.1	1
ENSG00000259464.2	1
ENSG00000259465.2	1
ENSG00000259466.1	1
ENSG00000259471.1	5
ENSG00000259473.1	2
ENSG00000259478.2	4
ENSG00000259483.1	4
ENSG00000259485.2	7
ENSG00000259489.2	1
ENSG00000259490.2	2
ENSG00000259493.2	1
ENSG00000259500.1	1
ENSG00000259502.1	3
ENSG00000259503.1	2
ENSG00000259507.1	1
ENSG00000259508.1	2
ENSG00000259509.2	1
ENSG00000259517.3	4
ENSG00000259519.1	2
ENSG00000259520.6	4
ENSG00000259525.1	2
ENSG00000259527.2	3
ENSG00000259530.1	2
ENSG00000259533.2	2
ENSG00000259534.1	2
ENSG00000259535.1	2
ENSG00000259539.1	2
ENSG00000259541.5	8
ENSG00000259542.5	3
ENSG00000259543.1	4
ENSG00000259550.2	1
ENSG00000259551.1	2
ENSG00000259553.6	3
ENSG00000259557.2	1
ENSG00000259558.1	1
ENSG00000259560.2	6
ENSG00000259565.2	1
ENSG00000259569.2	1
ENSG00000259573.1	2
ENSG00000259582.4	4
ENSG00000259587.3	2
ENSG00000259590.1	2
ENSG00000259593.1	1
ENSG00000259594.6	6
ENSG00000259601.2	1
ENSG00000259603.1	2
ENSG00000259608.1	1
ENSG00000259609.1	2
ENSG00000259611.2	4
ENSG00000259612.1	1
ENSG00000259614.2	1
ENSG00000259616.2	5
ENSG00000259619.2	1
ENSG00000259620.1	3
ENSG00000259622.1	1
ENSG00000259631.1	2
ENSG00000259636.1	3
ENSG00000259639.6	6
ENSG00000259646.1	1
ENSG00000259647.1	2
ENSG00000259648.1	1
ENSG00000259650.1	4
ENSG00000259655.1	4
ENSG00000259656.1	2
ENSG00000259660.2	4
ENSG00000259663.2	2
ENSG00000259664.3	6
ENSG00000259669.6	8
ENSG00000259672.3	5
ENSG00000259675.2	3
ENSG00000259676.1	2
ENSG00000259680.5	2
ENSG00000259685.3	5
ENSG00000259687.2	4
ENSG00000259692.6	9
ENSG00000259695.2	1
ENSG00000259696.2	1
ENSG00000259697.2	4
ENSG00000259701.1	2
ENSG00000259704.2	3
ENSG00000259705.1	2
ENSG00000259711.1	2
ENSG00000259719.6	8
ENSG00000259723.1	4
ENSG00000259724.2	9
ENSG00000259725.1	2
ENSG00000259734.1	2
ENSG00000259737.7	4
ENSG00000259742.1	5
ENSG00000259743.2	2
ENSG00000259749.1	2
ENSG00000259751.1	1
ENSG00000259757.1	2
ENSG00000259759.1	2
ENSG00000259760.1	2
ENSG00000259762.1	2
ENSG00000259769.1	1
ENSG00000259770.2	1
ENSG00000259772.6	4
ENSG00000259775.1	1
ENSG00000259776.1	1
ENSG00000259779.1	2
ENSG00000259783.6	4
ENSG00000259788.1	1
ENSG00000259789.2	4
ENSG00000259790.1	1
ENSG00000259791.1	1
ENSG00000259793.1	1
ENSG00000259798.1	2
ENSG00000259800.1	1
ENSG00000259803.8	9
ENSG00000259815.1	2
ENSG00000259818.1	1
ENSG00000259819.1	3
ENSG00000259820.1	1
ENSG00000259821.1	3
ENSG00000259822.2	1
ENSG00000259823.6	7
ENSG00000259828.1	1
ENSG00000259831.1	1
ENSG00000259832.1	1
ENSG00000259833.5	4
ENSG00000259834.1	1
ENSG00000259836.1	1
ENSG00000259837.1	2
ENSG00000259840.1	2
ENSG00000259841.6	9
ENSG00000259842.2	2
ENSG00000259844.2	2
ENSG00000259846.1	5
ENSG00000259847.2	4
ENSG00000259848.9	10
ENSG00000259849.2	4
ENSG00000259852.2	2
ENSG00000259854.1	2
ENSG00000259855.1	1
ENSG00000259861.1	2
ENSG00000259862.1	2
ENSG00000259864.1	1
ENSG00000259867.6	8
ENSG00000259869.2	1
ENSG00000259870.1	1
ENSG00000259871.1	1
ENSG00000259873.1	1
ENSG00000259874.1	1
ENSG00000259878.1	4
ENSG00000259881.1	3
ENSG00000259882.2	11
ENSG00000259887.1	3
ENSG00000259889.1	1
ENSG00000259897.2	4
ENSG00000259904.1	1
ENSG00000259906.1	3
ENSG00000259907.1	1
ENSG00000259909.1	5
ENSG00000259912.1	2
ENSG00000259916.1	7
ENSG00000259920.1	1
ENSG00000259928.1	1
ENSG00000259929.5	4
ENSG00000259932.1	1
ENSG00000259934.1	1
ENSG00000259937.2	1
ENSG00000259944.1	3
ENSG00000259947.1	2
ENSG00000259954.1	3
ENSG00000259961.1	3
ENSG00000259962.1	4
ENSG00000259963.1	1
ENSG00000259966.6	8
ENSG00000259968.3	1
ENSG00000259969.1	1
ENSG00000259978.1	1
ENSG00000259979.1	1
ENSG00000259981.1	2
ENSG00000259983.1	1
ENSG00000259987.1	1
ENSG00000259989.1	3
ENSG00000259990.2	2
ENSG00000259994.1	1
ENSG00000259995.1	3
ENSG00000259996.1	1
ENSG00000259997.2	2
ENSG00000259998.1	1
ENSG00000260001.7	6
ENSG00000260003.1	5
ENSG00000260004.1	2
ENSG00000260009.1	2
ENSG00000260010.1	1
ENSG00000260011.2	2
ENSG00000260019.2	5
ENSG00000260021.1	1
ENSG00000260024.1	1
ENSG00000260026.3	2
ENSG00000260029.2	2
ENSG00000260030.1	2
ENSG00000260031.1	1
ENSG00000260035.1	1
ENSG00000260041.5	3
ENSG00000260042.1	2
ENSG00000260047.2	4
ENSG00000260048.2	2
ENSG00000260052.1	2
ENSG00000260053.2	1
ENSG00000260057.6	4
ENSG00000260058.1	4
ENSG00000260059.1	1
ENSG00000260060.1	1
ENSG00000260062.3	18
ENSG00000260067.1	1
ENSG00000260068.1	1
ENSG00000260070.1	1
ENSG00000260071.2	7
ENSG00000260073.2	1
ENSG00000260078.3	6
ENSG00000260086.3	4
ENSG00000260087.1	1
ENSG00000260089.2	1
ENSG00000260090.1	1
ENSG00000260094.1	1
ENSG00000260096.1	2
ENSG00000260101.1	1
ENSG00000260102.2	3
ENSG00000260104.1	1
ENSG00000260105.6	4
ENSG00000260109.1	3
ENSG00000260112.1	1
ENSG00000260113.3	1
ENSG00000260120.2	3
ENSG00000260123.2	4
ENSG00000260125.2	4
ENSG00000260131.1	1
ENSG00000260133.1	5
ENSG00000260134.1	1
ENSG00000260139.6	7
ENSG00000260141.1	5
ENSG00000260142.1	1
ENSG00000260144.1	11
ENSG00000260147.1	1
ENSG00000260148.1	2
ENSG00000260151.1	2
ENSG00000260153.1	1
ENSG00000260157.3	3
ENSG00000260158.1	4
ENSG00000260159.1	3
ENSG00000260161.1	1
ENSG00000260162.2	2
ENSG00000260163.1	1
ENSG00000260166.2	3
ENSG00000260171.1	1
ENSG00000260172.2	5
ENSG00000260174.1	2
ENSG00000260177.1	2
ENSG00000260179.1	1
ENSG00000260182.1	2
ENSG00000260183.1	2
ENSG00000260184.1	1
ENSG00000260187.2	2
ENSG00000260188.1	1
ENSG00000260190.1	1
ENSG00000260197.1	1
ENSG00000260198.1	2
ENSG00000260201.2	3
ENSG00000260202.2	2
ENSG00000260205.1	1
ENSG00000260207.1	1
ENSG00000260211.2	1
ENSG00000260212.1	2
ENSG00000260217.1	1
ENSG00000260218.1	1
ENSG00000260220.7	26
ENSG00000260223.2	4
ENSG00000260230.5	6
ENSG00000260231.2	1
ENSG00000260232.3	11
ENSG00000260237.1	2
ENSG00000260239.2	5
ENSG00000260240.4	5
ENSG00000260242.1	2
ENSG00000260244.1	1
ENSG00000260249.3	3
ENSG00000260251.1	2
ENSG00000260253.1	1
ENSG00000260254.1	1
ENSG00000260256.1	1
ENSG00000260257.2	1
ENSG00000260262.1	1
ENSG00000260264.1	4
ENSG00000260266.1	4
ENSG00000260268.6	3
ENSG00000260271.3	9
ENSG00000260273.1	1
ENSG00000260275.1	1
ENSG00000260278.1	1
ENSG00000260284.1	4
ENSG00000260288.4	6
ENSG00000260289.2	5
ENSG00000260291.1	2
ENSG00000260302.3	4
ENSG00000260303.1	1
ENSG00000260307.2	2
ENSG00000260308.1	1
ENSG00000260311.1	2
ENSG00000260312.1	3
ENSG00000260314.3	30
ENSG00000260317.1	1
ENSG00000260322.1	1
ENSG00000260327.2	1
ENSG00000260331.1	1
ENSG00000260332.1	1
ENSG00000260337.4	3
ENSG00000260338.2	4
ENSG00000260340.1	3
ENSG00000260341.1	1
ENSG00000260343.1	2
ENSG00000260344.2	1
ENSG00000260347.1	1
ENSG00000260348.1	2
ENSG00000260357.1	2
ENSG00000260362.1	2
ENSG00000260364.1	5
ENSG00000260366.1	1
ENSG00000260369.2	1
ENSG00000260370.2	4
ENSG00000260375.1	3
ENSG00000260377.1	1
ENSG00000260379.1	2
ENSG00000260385.1	1
ENSG00000260386.6	9
ENSG00000260387.1	2
ENSG00000260390.1	2
ENSG00000260392.6	10
ENSG00000260393.1	2
ENSG00000260394.2	4
ENSG00000260395.1	2
ENSG00000260398.1	1
ENSG00000260399.1	4
ENSG00000260400.1	1
ENSG00000260402.1	2
ENSG00000260405.1	1
ENSG00000260406.1	2
ENSG00000260409.1	2
ENSG00000260410.2	2
ENSG00000260412.1	1
ENSG00000260414.1	1
ENSG00000260416.1	1
ENSG00000260419.1	2
ENSG00000260420.3	3
ENSG00000260422.1	1
ENSG00000260426.1	1
ENSG00000260427.1	1
ENSG00000260433.3	6
ENSG00000260443.1	1
ENSG00000260444.1	1
ENSG00000260445.1	1
ENSG00000260450.2	3
ENSG00000260454.2	4
ENSG00000260457.2	2
ENSG00000260458.3	3
ENSG00000260460.1	1
ENSG00000260469.3	3
ENSG00000260471.1	1
ENSG00000260472.1	1
ENSG00000260473.2	5
ENSG00000260475.1	1
ENSG00000260476.1	1
ENSG00000260477.8	7
ENSG00000260478.2	5
ENSG00000260480.1	1
ENSG00000260483.2	1
ENSG00000260484.1	1
ENSG00000260487.1	2
ENSG00000260490.2	1
ENSG00000260492.3	3
ENSG00000260495.1	1
ENSG00000260496.3	6
ENSG00000260497.1	1
ENSG00000260500.1	1
ENSG00000260504.1	2
ENSG00000260505.1	1
ENSG00000260507.1	2
ENSG00000260509.2	1
ENSG00000260514.1	1
ENSG00000260516.2	3
ENSG00000260518.2	10
ENSG00000260519.1	1
ENSG00000260522.1	1
ENSG00000260524.1	1
ENSG00000260525.1	2
ENSG00000260528.5	9
ENSG00000260530.1	2
ENSG00000260532.1	1
ENSG00000260540.2	3
ENSG00000260542.1	1
ENSG00000260549.2	3
ENSG00000260550.2	2
ENSG00000260555.1	2
ENSG00000260564.1	1
ENSG00000260568.1	3
ENSG00000260569.2	2
ENSG00000260572.1	1
ENSG00000260573.4	15
ENSG00000260575.1	2
ENSG00000260577.2	2
ENSG00000260578.1	1
ENSG00000260580.1	2
ENSG00000260581.1	2
ENSG00000260583.1	1
ENSG00000260585.1	1
ENSG00000260589.1	1
ENSG00000260590.1	1
ENSG00000260595.1	1
ENSG00000260596.5	4
ENSG00000260598.1	4
ENSG00000260599.1	5
ENSG00000260604.2	1
ENSG00000260605.1	4
ENSG00000260610.1	1
ENSG00000260611.1	1
ENSG00000260613.2	4
ENSG00000260615.1	1
ENSG00000260619.1	1
ENSG00000260620.1	2
ENSG00000260622.1	1
ENSG00000260624.2	3
ENSG00000260626.1	2
ENSG00000260628.5	10
ENSG00000260629.2	1
ENSG00000260631.1	1
ENSG00000260634.1	1
ENSG00000260640.1	1
ENSG00000260641.1	1
ENSG00000260642.1	3
ENSG00000260644.6	24
ENSG00000260645.2	2
ENSG00000260649.1	1
ENSG00000260650.1	2
ENSG00000260653.6	7
ENSG00000260658.6	4
ENSG00000260660.4	10
ENSG00000260662.2	1
ENSG00000260670.1	1
ENSG00000260672.1	1
ENSG00000260673.1	2
ENSG00000260674.2	1
ENSG00000260675.1	2
ENSG00000260676.5	7
ENSG00000260679.1	2
ENSG00000260680.1	1
ENSG00000260683.1	1
ENSG00000260688.1	1
ENSG00000260690.1	1
ENSG00000260691.7	21
ENSG00000260695.1	1
ENSG00000260698.1	1
ENSG00000260702.3	4
ENSG00000260704.1	1
ENSG00000260706.5	4
ENSG00000260710.1	3
ENSG00000260714.1	3
ENSG00000260715.1	1
ENSG00000260719.1	2
ENSG00000260720.1	2
ENSG00000260722.1	1
ENSG00000260724.1	1
ENSG00000260725.1	2
ENSG00000260726.2	1
ENSG00000260731.1	1
ENSG00000260734.6	10
ENSG00000260737.6	4
ENSG00000260738.1	1
ENSG00000260739.1	2
ENSG00000260741.1	4
ENSG00000260743.1	1
ENSG00000260746.2	14
ENSG00000260747.1	1
ENSG00000260750.7	2
ENSG00000260759.1	1
ENSG00000260762.1	12
ENSG00000260763.1	2
ENSG00000260765.2	11
ENSG00000260771.1	1
ENSG00000260776.6	18
ENSG00000260777.1	1
ENSG00000260779.1	3
ENSG00000260782.1	2
ENSG00000260785.2	7
ENSG00000260786.1	1
ENSG00000260795.1	1
ENSG00000260797.1	1
ENSG00000260802.1	3
ENSG00000260805.2	1
ENSG00000260809.1	11
ENSG00000260810.1	1
ENSG00000260811.3	1
ENSG00000260812.1	1
ENSG00000260815.3	1
ENSG00000260817.2	1
ENSG00000260818.2	1
ENSG00000260827.1	2
ENSG00000260830.1	1
ENSG00000260834.1	4
ENSG00000260835.1	2
ENSG00000260838.3	1
ENSG00000260840.2	2
ENSG00000260844.2	1
ENSG00000260845.1	2
ENSG00000260846.2	4
ENSG00000260847.1	2
ENSG00000260850.2	5
ENSG00000260854.1	2
ENSG00000260857.3	3
ENSG00000260858.1	3
ENSG00000260860.2	1
ENSG00000260863.1	1
ENSG00000260864.1	3
ENSG00000260866.2	9
ENSG00000260868.1	1
ENSG00000260870.1	2
ENSG00000260871.1	1
ENSG00000260876.6	9
ENSG00000260878.1	1
ENSG00000260883.1	1
ENSG00000260887.3	6
ENSG00000260889.1	2
ENSG00000260892.1	2
ENSG00000260897.1	3
ENSG00000260900.1	1
ENSG00000260903.3	3
ENSG00000260905.1	2
ENSG00000260907.1	1
ENSG00000260909.1	2
ENSG00000260910.2	1
ENSG00000260913.1	3
ENSG00000260918.1	1
ENSG00000260920.2	1
ENSG00000260921.1	3
ENSG00000260923.7	6
ENSG00000260924.2	1
ENSG00000260930.2	4
ENSG00000260933.1	1
ENSG00000260937.6	2
ENSG00000260941.1	1
ENSG00000260943.1	1
ENSG00000260945.1	2
ENSG00000260947.1	1
ENSG00000260948.1	1
ENSG00000260949.1	1
ENSG00000260951.2	3
ENSG00000260957.1	2
ENSG00000260958.3	4
ENSG00000260962.1	1
ENSG00000260963.2	3
ENSG00000260965.1	2
ENSG00000260967.1	1
ENSG00000260970.1	3
ENSG00000260972.1	1
ENSG00000260973.1	1
ENSG00000260974.1	2
ENSG00000260975.1	2
ENSG00000260976.2	3
ENSG00000260981.1	1
ENSG00000260983.2	3
ENSG00000260984.1	2
ENSG00000260986.1	2
ENSG00000260990.1	5
ENSG00000260991.2	2
ENSG00000260992.1	1
ENSG00000260994.1	1
ENSG00000260995.3	7
ENSG00000260997.1	1
ENSG00000261000.1	1
ENSG00000261003.1	1
ENSG00000261007.2	1
ENSG00000261009.1	2
ENSG00000261010.1	1
ENSG00000261012.2	1
ENSG00000261014.2	4
ENSG00000261017.1	1
ENSG00000261018.1	2
ENSG00000261019.1	1
ENSG00000261020.1	1
ENSG00000261024.7	4
ENSG00000261025.1	1
ENSG00000261026.1	1
ENSG00000261029.1	2
ENSG00000261030.1	1
ENSG00000261035.1	1
